Name	20446_OCI-shC-1_S37_L999_R1_001	20447_OCI-shC-2_S38_L999_R1_001	20450_OCI-shP9-1_S40_L999_R1_001	20451_OCI-shP9-2_S41_L999_R1_001
ENSG00000054179	2	0	0	0
ENSG00000054219	403	463	283	282
ENSG00000054267	2663	2805	2922	2795
ENSG00000054277	643	718	453	452
ENSG00000054282	1291	1421	1155	1087
ENSG00000054356	0	0	1	0
ENSG00000054392	60	48	60	46
ENSG00000054523	1205	1259	1064	1119
ENSG00000054598	116	119	124	115
ENSG00000054611	459	459	462	434
ENSG00000054654	27	35	30	18
ENSG00000054690	219	336	491	487
ENSG00000054793	66	79	56	45
ENSG00000054796	0	0	0	0
ENSG00000054803	0	0	0	0
ENSG00000054938	0	0	0	0
ENSG00000054965	1638	1699	1428	1395
ENSG00000054967	1094	1162	1021	993
ENSG00000054983	1223	1298	1478	1425
ENSG00000055044	3440	3781	3853	3863
ENSG00000055070	4050	4333	4029	3916
ENSG00000055118	82	109	54	50
ENSG00000055130	5288	5795	6818	6722
ENSG00000055147	517	560	577	492
ENSG00000055163	140	112	91	75
ENSG00000055208	4263	4538	3284	3332
ENSG00000055211	1658	1753	1526	1518
ENSG00000055332	3931	4265	9881	9547
ENSG00000055483	2471	2631	2324	2460
ENSG00000055609	4760	5439	3778	3669
ENSG00000055732	193	222	169	194
ENSG00000055813	3	6	1	0
ENSG00000055917	5822	6379	5157	5124
ENSG00000055950	1068	1076	576	575
ENSG00000055955	9	5	13	15
ENSG00000055957	0	1	1	0
ENSG00000056050	430	538	421	434
ENSG00000056097	12312	13342	11836	11369
ENSG00000056277	400	449	523	491
ENSG00000056291	0	0	1	2
ENSG00000056487	3	2	2	2
ENSG00000056558	62	70	100	94
ENSG00000056586	1907	2090	1839	1754
ENSG00000056736	1	0	0	0
ENSG00000056972	408	406	504	453
ENSG00000056998	283	350	168	164
ENSG00000057019	1066	1244	916	846
ENSG00000057149	0	0	0	0
ENSG00000057252	1900	2087	2068	1982
ENSG00000057294	45	49	22	26
ENSG00000057468	2	0	2	2
ENSG00000057593	0	0	0	0
ENSG00000057608	12639	13745	13486	13142
ENSG00000057657	175	188	252	234
ENSG00000057663	2283	2434	2315	2223
ENSG00000057704	1	5	9	17
ENSG00000057757	947	1056	806	865
ENSG00000057935	344	312	277	288
ENSG00000058056	1193	1297	1113	1136
ENSG00000058063	4106	4475	4258	4148
ENSG00000058085	13	17	15	13
ENSG00000058091	775	823	578	625
ENSG00000058262	9887	10867	10502	10390
ENSG00000058272	3057	3338	3571	3316
ENSG00000058335	26	35	38	33
ENSG00000058404	19	13	8	2
ENSG00000058453	440	437	351	412
ENSG00000058600	1581	1599	1657	1570
ENSG00000058668	5783	6311	4374	4308
ENSG00000058673	10	12	6	9
ENSG00000058729	1139	1233	1175	1099
ENSG00000058799	1005	1098	1148	1125
ENSG00000058804	8102	8753	7239	6849
ENSG00000058866	552	595	341	369
ENSG00000059122	523	547	502	518
ENSG00000059145	631	684	708	715
ENSG00000059377	74	92	163	182
ENSG00000059378	313	361	1057	1018
ENSG00000059573	2169	2320	2276	2228
ENSG00000059588	3977	4411	3605	3606
ENSG00000059691	572	560	518	467
ENSG00000059728	453	523	625	605
ENSG00000059758	610	622	623	514
ENSG00000059769	264	298	271	208
ENSG00000059804	24	18	5	11
ENSG00000059915	3	5	3	4
ENSG00000060069	1328	1275	1258	1259
ENSG00000060138	3278	3384	3113	3018
ENSG00000060140	7	5	5	2
ENSG00000060237	10965	12260	11353	11223
ENSG00000060303	0	1	0	0
ENSG00000060339	5374	5878	5487	5557
ENSG00000060491	1677	1788	1988	2046
ENSG00000060558	2256	2235	1359	1383
ENSG00000060566	1	2	2	4
ENSG00000060642	431	454	369	377
ENSG00000060656	69	53	52	41
ENSG00000060688	2713	2890	2653	2686
ENSG00000060709	0	0	0	0
ENSG00000060718	1	4	3	2
ENSG00000060749	3165	3460	4023	3791
ENSG00000060762	2075	2281	1894	1709
ENSG00000060971	1135	1268	1104	1129
ENSG00000060982	1187	1180	1089	964
ENSG00000061273	348	341	389	428
ENSG00000061337	133	152	95	109
ENSG00000061455	103	116	78	92
ENSG00000061492	3	1	0	1
ENSG00000061656	52	51	49	49
ENSG00000061676	32	36	38	39
ENSG00000061794	1547	1704	1940	1788
ENSG00000061918	65	83	68	66
ENSG00000061936	1946	2095	1784	1900
ENSG00000061938	478	590	800	792
ENSG00000061987	1830	1972	1901	1806
ENSG00000062038	9	13	10	14
ENSG00000062096	1	0	1	0
ENSG00000062194	3390	3813	3517	3480
ENSG00000062282	1158	1161	1161	1102
ENSG00000062370	0	0	0	0
ENSG00000062485	9208	10127	9711	9923
ENSG00000062524	188	192	115	167
ENSG00000062582	16	24	14	15
ENSG00000062598	1046	1155	1066	1029
ENSG00000062650	4712	4849	4367	4283
ENSG00000062716	2508	2802	3218	2972
ENSG00000062725	1352	1455	1640	1495
ENSG00000062822	2099	2132	2145	2268
ENSG00000063015	0	0	1	0
ENSG00000063046	9209	9847	8909	8800
ENSG00000063127	6	6	10	7
ENSG00000063169	453	488	409	424
ENSG00000063176	609	644	576	570
ENSG00000063177	11293	11795	9347	9541
ENSG00000063180	37	32	18	24
ENSG00000063241	1586	1582	1376	1377
ENSG00000063244	7663	7748	6941	7080
ENSG00000063245	4627	4659	3752	3797
ENSG00000063322	1608	1643	1735	1706
ENSG00000063438	2322	2492	2729	2734
ENSG00000063515	1	1	0	1
ENSG00000063587	994	1052	854	816
ENSG00000063601	888	970	859	865
ENSG00000063660	277	295	217	226
ENSG00000063761	298	338	299	327
ENSG00000063854	656	719	610	607
ENSG00000063978	3908	4161	3793	3794
ENSG00000064012	1138	1258	1306	1336
ENSG00000064042	2	2	6	8
ENSG00000064102	1506	1626	1563	1547
ENSG00000064115	1983	2124	2731	2618
ENSG00000064195	24	25	2	3
ENSG00000064199	288	267	271	297
ENSG00000064201	129	157	64	67
ENSG00000064205	5	12	7	3
ENSG00000064218	23	30	8	10
ENSG00000064225	742	796	1084	1016
ENSG00000064270	2	1	0	1
ENSG00000064300	5	5	9	9
ENSG00000064309	212	284	130	165
ENSG00000064313	2934	3232	3137	2979
ENSG00000064393	911	894	1624	1581
ENSG00000064419	4541	4883	4535	4654
ENSG00000064489	1	1	0	0
ENSG00000064490	1200	1134	1066	1052
ENSG00000064545	633	685	556	560
ENSG00000064547	643	634	761	862
ENSG00000064601	3824	3796	4457	4232
ENSG00000064607	5758	6439	5517	5730
ENSG00000064651	387	421	378	403
ENSG00000064652	280	294	199	209
ENSG00000064655	6	7	15	7
ENSG00000064666	9964	10259	8862	8937
ENSG00000064687	689	750	549	694
ENSG00000064692	3	3	1	6
ENSG00000064703	1594	1639	1389	1483
ENSG00000064726	2462	2697	2869	2676
ENSG00000064763	471	536	407	445
ENSG00000064787	7	10	6	3
ENSG00000064835	0	0	0	0
ENSG00000064886	0	4	6	5
ENSG00000064932	1929	2059	2708	2835
ENSG00000064933	937	1003	922	866
ENSG00000064961	2252	2442	1939	1983
ENSG00000064989	10	7	17	8
ENSG00000064995	1392	1613	1621	1640
ENSG00000064999	1545	1570	1469	1531
ENSG00000065000	5790	6166	7809	8092
ENSG00000065029	1146	1213	1145	1154
ENSG00000065054	166	182	100	110
ENSG00000065057	337	378	332	288
ENSG00000065060	3951	4287	4822	4830
ENSG00000065135	4770	5295	4814	4656
ENSG00000065150	5542	6313	5691	5659
ENSG00000065154	2285	2401	1760	1653
ENSG00000065183	3611	3998	3854	3769
ENSG00000065243	1856	2075	1906	1713
ENSG00000065268	861	897	965	865
ENSG00000065308	3639	3877	3764	3881
ENSG00000065320	14	13	14	15
ENSG00000065325	1	0	0	0
ENSG00000065328	2380	2591	2094	2070
ENSG00000065357	195	241	196	209
ENSG00000065361	19	17	13	18
ENSG00000065371	0	0	0	0
ENSG00000065413	631	691	548	555
ENSG00000065427	6352	6984	7672	7440
ENSG00000065457	698	852	725	711
ENSG00000065485	595	624	654	691
ENSG00000065491	954	978	962	914
ENSG00000065518	2250	2444	2054	1963
ENSG00000065526	5882	6230	5495	5711
ENSG00000065534	37	30	25	15
ENSG00000065548	3989	4254	4390	4265
ENSG00000065559	935	1052	864	868
ENSG00000065600	823	915	788	775
ENSG00000065609	13	19	11	13
ENSG00000065613	2580	2811	2570	2471
ENSG00000065615	1421	1495	1171	1159
ENSG00000065618	0	0	0	0
ENSG00000065621	8	7	7	10
ENSG00000065665	172	202	172	160
ENSG00000065675	88	96	84	71
ENSG00000065717	3	6	7	4
ENSG00000065802	1107	1132	1034	1032
ENSG00000065809	5942	6571	5671	5432
ENSG00000065833	791	851	1277	1335
ENSG00000065882	5053	5375	4302	4188
ENSG00000065883	4181	4370	3836	3724
ENSG00000065911	1541	1735	3972	3702
ENSG00000065923	105	131	78	54
ENSG00000065970	487	505	417	454
ENSG00000065978	138868	140996	124668	122352
ENSG00000065989	305	310	304	273
ENSG00000066027	1800	1910	1408	1321
ENSG00000066032	22	21	18	21
ENSG00000066044	4923	5088	4498	4135
ENSG00000066056	6	6	10	6
ENSG00000066084	1267	1333	1452	1470
ENSG00000066117	1055	1166	1128	1208
ENSG00000066135	15594	16731	14519	14515
ENSG00000066136	22835	23943	25562	25120
ENSG00000066185	30	37	33	38
ENSG00000066230	1	4	4	1
ENSG00000066248	10	14	27	17
ENSG00000066279	5272	5975	4534	4250
ENSG00000066294	2634	2847	1675	1707
ENSG00000066322	4826	5176	4793	4672
ENSG00000066336	6261	6510	8065	7958
ENSG00000066379	245	243	234	238
ENSG00000066382	26	23	12	16
ENSG00000066405	0	0	0	1
ENSG00000066422	2121	2258	2020	1897
ENSG00000066427	730	773	760	764
ENSG00000066455	1109	1189	1318	1193
ENSG00000066468	2	0	1	2
ENSG00000066557	693	736	699	643
ENSG00000066583	798	893	657	580
ENSG00000066629	45	57	61	56
ENSG00000066651	526	577	481	484
ENSG00000066654	1965	1971	2101	1959
ENSG00000066697	618	633	489	461
ENSG00000066735	22	19	16	12
ENSG00000066739	1299	1517	1114	1218
ENSG00000066777	5030	5759	4503	4487
ENSG00000066813	0	0	2	3
ENSG00000066827	447	488	420	412
ENSG00000066855	1163	1296	1404	1280
ENSG00000066923	86	125	101	114
ENSG00000066926	744	786	661	685
ENSG00000066933	1219	1406	1197	1118
ENSG00000067048	9115	9785	9250	9011
ENSG00000067057	3814	3879	4095	4327
ENSG00000067064	2224	2360	1469	1234
ENSG00000067066	1542	1658	2732	2550
ENSG00000067082	691	728	746	621
ENSG00000067113	12	17	26	26
ENSG00000067141	127	125	96	102
ENSG00000067167	5889	6285	6229	5338
ENSG00000067177	488	488	213	214
ENSG00000067182	1915	2166	2304	2384
ENSG00000067191	70	56	40	29
ENSG00000067208	1069	1198	1006	1022
ENSG00000067221	75	92	75	97
ENSG00000067225	20053	20790	30838	30860
ENSG00000067248	2295	2355	2214	2229
ENSG00000067334	3740	3988	4194	4232
ENSG00000067365	381	452	404	442
ENSG00000067369	1490	1566	1653	1674
ENSG00000067445	93	87	58	60
ENSG00000067533	1402	1551	1399	1300
ENSG00000067560	18433	20181	20186	19453
ENSG00000067596	3042	3160	3554	3471
ENSG00000067601	10	13	19	11
ENSG00000067606	155	130	112	100
ENSG00000067646	535	597	477	449
ENSG00000067704	6888	7463	5809	5901
ENSG00000067715	1	0	0	0
ENSG00000067798	1286	1495	2208	2228
ENSG00000067829	1554	1571	1697	1742
ENSG00000067836	1026	1033	853	856
ENSG00000067840	18	16	16	15
ENSG00000067842	9	7	8	9
ENSG00000067900	4603	5042	4292	4260
ENSG00000067955	5416	5869	5076	4661
ENSG00000067992	177	193	143	140
ENSG00000068001	303	316	267	312
ENSG00000068024	1757	1976	1697	1735
ENSG00000068028	767	929	628	687
ENSG00000068078	101	89	37	37
ENSG00000068079	574	654	1803	1725
ENSG00000068097	595	641	717	755
ENSG00000068120	3925	4226	3827	4072
ENSG00000068137	248	264	168	184
ENSG00000068305	1039	1167	959	933
ENSG00000068308	1205	1190	1219	1181
ENSG00000068323	969	975	1006	1079
ENSG00000068354	199	184	170	252
ENSG00000068366	3319	3758	3120	2866
ENSG00000068383	1375	1428	1296	1156
ENSG00000068394	374	421	511	521
ENSG00000068400	1955	2079	1934	2020
ENSG00000068438	1208	1301	1117	1141
ENSG00000068489	3920	4121	3090	2904
ENSG00000068615	20	14	9	13
ENSG00000068650	3447	3833	3738	3799
ENSG00000068654	5031	5550	5684	5826
ENSG00000068697	1592	1675	1646	1552
ENSG00000068724	9977	10402	8386	8562
ENSG00000068745	1159	1182	894	956
ENSG00000068781	0	0	0	0
ENSG00000068784	592	568	577	621
ENSG00000068796	2968	3092	2399	2321
ENSG00000068831	3132	3255	2596	2732
ENSG00000068878	4794	5241	4918	4842
ENSG00000068885	367	410	285	285
ENSG00000068903	1423	1466	1426	1442
ENSG00000068912	1606	1770	1725	1686
ENSG00000068971	114	118	122	107
ENSG00000068976	19	28	29	20
ENSG00000068985	2	0	0	0
ENSG00000069011	643	617	487	498
ENSG00000069018	0	0	1	0
ENSG00000069020	148	148	152	147
ENSG00000069122	0	0	0	1
ENSG00000069188	0	1	1	4
ENSG00000069206	0	0	0	0
ENSG00000069248	3438	3692	3791	3649
ENSG00000069275	22631	24812	15307	14850
ENSG00000069329	4724	5092	4943	4761
ENSG00000069345	2637	2851	2895	2722
ENSG00000069399	85	74	253	281
ENSG00000069424	9314	9771	11198	11267
ENSG00000069431	55	51	62	62
ENSG00000069482	226	220	151	134
ENSG00000069493	106	108	83	84
ENSG00000069509	0	0	0	0
ENSG00000069535	0	0	0	0
ENSG00000069667	2	6	2	1
ENSG00000069696	3	9	2	4
ENSG00000069702	389	382	299	248
ENSG00000069712	0	0	0	0
ENSG00000069764	5	4	6	5
ENSG00000069812	8	17	8	12
ENSG00000069849	3387	3721	3937	3801
ENSG00000069869	733	730	644	634
ENSG00000069943	1846	2073	2028	1907
ENSG00000069956	7455	8036	6389	6231
ENSG00000069966	792	817	556	504
ENSG00000069974	4694	5339	4680	4389
ENSG00000069998	1113	1222	1114	1140
ENSG00000070010	2201	2367	2149	2302
ENSG00000070018	379	455	391	323
ENSG00000070019	3	0	1	0
ENSG00000070031	0	0	0	0
ENSG00000070047	3073	3197	2471	2620
ENSG00000070061	2195	2194	2084	2136
ENSG00000070081	11298	12113	9771	9491
ENSG00000070087	20	23	23	14
ENSG00000070159	161	163	117	94
ENSG00000070182	22	15	19	9
ENSG00000070190	628	698	951	883
ENSG00000070193	2	1	1	1
ENSG00000070214	6843	7551	7677	7301
ENSG00000070269	687	838	865	866
ENSG00000070366	462	511	413	479
ENSG00000070367	3541	3889	2940	2745
ENSG00000070371	2711	3010	2701	2907
ENSG00000070388	0	3	7	2
ENSG00000070404	122	115	78	88
ENSG00000070413	2295	2355	2107	2240
ENSG00000070423	1494	1585	1536	1472
ENSG00000070444	713	771	548	633
ENSG00000070476	1061	1170	1152	1072
ENSG00000070495	1287	1334	1449	1468
ENSG00000070501	456	428	423	409
ENSG00000070526	0	0	0	0
ENSG00000070540	21	20	24	15
ENSG00000070601	0	1	1	1
ENSG00000070610	1841	1963	1684	1742
ENSG00000070614	476	512	593	603
ENSG00000070669	510	579	644	638
ENSG00000070718	699	820	643	670
ENSG00000070729	5	3	0	4
ENSG00000070731	4	4	4	5
ENSG00000070748	0	0	0	0
ENSG00000070756	72238	75741	53271	52780
ENSG00000070759	122	149	123	120
ENSG00000070761	1000	986	883	913
ENSG00000070770	4091	4304	3555	3511
ENSG00000070778	45	49	56	45
ENSG00000070785	1302	1437	1585	1642
ENSG00000070808	8	6	15	9
ENSG00000070814	3942	3986	3702	3792
ENSG00000070831	6828	7341	7316	7318
ENSG00000070882	371	435	447	483
ENSG00000070886	0	0	0	0
ENSG00000070915	4	5	5	2
ENSG00000070950	1158	1356	1145	1067
ENSG00000070961	1834	2064	2323	2108
ENSG00000070985	0	0	0	0
ENSG00000071051	1533	1482	1141	1155
ENSG00000071054	4314	4646	2803	2828
ENSG00000071073	1077	1242	929	916
ENSG00000071082	6845	7385	6060	5957
ENSG00000071127	11484	11840	12795	12831
ENSG00000071189	1676	1823	1625	1536
ENSG00000071203	0	0	0	0
ENSG00000071205	178	169	186	240
ENSG00000071242	46	54	134	141
ENSG00000071243	524	556	513	493
ENSG00000071246	1713	1737	2606	2578
ENSG00000071282	1	0	0	0
ENSG00000071462	1632	1670	1626	1625
ENSG00000071537	4336	4857	4506	4360
ENSG00000071539	1392	1595	2553	2459
ENSG00000071553	3410	3546	4059	3964
ENSG00000071564	4575	4720	3394	3586
ENSG00000071575	106	126	146	136
ENSG00000071626	7903	8119	7132	7073
ENSG00000071655	2271	2199	1805	1842
ENSG00000071677	0	0	0	0
ENSG00000071794	1631	1913	1612	1500
ENSG00000071859	1059	1009	1024	1153
ENSG00000071889	590	568	491	525
ENSG00000071894	6244	6577	5760	6070
ENSG00000071909	15	20	33	33
ENSG00000071967	310	313	205	191
ENSG00000071991	0	1	0	0
ENSG00000071994	3394	3801	3168	3170
ENSG00000072041	0	3	7	2
ENSG00000072042	967	1119	928	887
ENSG00000072062	1516	1590	1512	1603
ENSG00000072071	1642	1689	1170	1126
ENSG00000072080	13	8	4	15
ENSG00000072110	11217	12160	10944	10867
ENSG00000072121	1147	1289	1620	1647
ENSG00000072133	2	2	3	0
ENSG00000072134	241	279	267	255
ENSG00000072135	2362	2585	1853	1861
ENSG00000072163	1	0	1	1
ENSG00000072182	0	5	2	0
ENSG00000072195	6	4	5	3
ENSG00000072201	3	8	8	4
ENSG00000072210	699	727	644	689
ENSG00000072274	14317	15642	12742	12506
ENSG00000072310	1677	1730	746	782
ENSG00000072315	0	0	0	0
ENSG00000072364	2306	2663	2813	2713
ENSG00000072401	352	376	419	419
ENSG00000072415	1016	1024	892	885
ENSG00000072422	393	408	211	263
ENSG00000072501	9712	10254	9198	9038
ENSG00000072506	1686	1761	1729	1751
ENSG00000072518	2455	2667	2365	2307
ENSG00000072571	3131	3409	2591	2549
ENSG00000072609	1300	1398	1438	1517
ENSG00000072657	541	594	467	408
ENSG00000072682	256	230	296	255
ENSG00000072694	30	27	37	26
ENSG00000072736	2359	2544	2209	2179
ENSG00000072756	851	944	849	769
ENSG00000072778	6041	6353	6550	7094
ENSG00000072786	2643	2719	2408	2487
ENSG00000072803	1981	2106	1451	1463
ENSG00000072818	18	20	30	35
ENSG00000072832	1	2	1	0
ENSG00000072840	99	130	100	113
ENSG00000072849	604	690	708	616
ENSG00000072858	20	19	9	12
ENSG00000072864	949	1061	873	927
ENSG00000072952	30	28	16	11
ENSG00000072954	89	77	66	68
ENSG00000072958	2178	2308	2330	2298
ENSG00000073008	1142	1222	1213	1158
ENSG00000073050	1041	1166	1078	1033
ENSG00000073060	6467	6742	5926	6119
ENSG00000073067	1	4	2	3
ENSG00000073111	5397	5658	5332	5610
ENSG00000073146	10	14	12	11
ENSG00000073150	84	68	153	144
ENSG00000073169	524	560	502	488
ENSG00000073282	19	23	29	26
ENSG00000073331	577	632	721	617
ENSG00000073350	537	552	518	500
ENSG00000073417	666	724	534	518
ENSG00000073464	369	391	569	476
ENSG00000073536	783	904	693	702
ENSG00000073578	4415	4555	4230	4193
ENSG00000073584	1895	2170	1778	1690
ENSG00000073598	0	0	0	1
ENSG00000073605	112	118	94	100
ENSG00000073614	1558	1703	1756	1673
ENSG00000073670	48	41	26	28
ENSG00000073711	381	402	225	209
ENSG00000073712	12	18	17	15
ENSG00000073734	15	21	15	11
ENSG00000073737	2219	2355	1232	1219
ENSG00000073754	5	3	5	4
ENSG00000073756	23	23	29	31
ENSG00000073792	4268	4584	3501	3608
ENSG00000073803	699	760	533	559
ENSG00000073849	836	975	945	1015
ENSG00000073861	3	4	0	4
ENSG00000073905	1	2	5	1
ENSG00000073910	7628	7965	8179	8007
ENSG00000073921	3152	3520	3630	3468
ENSG00000073969	3050	3376	4252	4214
ENSG00000074047	0	0	1	0
ENSG00000074054	2507	2632	2539	2554
ENSG00000074071	2310	2388	1933	1810
ENSG00000074181	8	8	11	22
ENSG00000074201	2566	2770	2682	2753
ENSG00000074211	5	6	2	0
ENSG00000074219	21	19	9	22
ENSG00000074266	685	762	788	738
ENSG00000074276	5	2	3	1
ENSG00000074317	0	1	0	0
ENSG00000074319	1229	1308	1418	1383
ENSG00000074356	2025	2340	2182	2139
ENSG00000074370	1113	1171	1100	1088
ENSG00000074410	5	4	2	6
ENSG00000074416	33	31	92	118
ENSG00000074527	0	2	0	2
ENSG00000074582	888	1041	1027	1015
ENSG00000074590	8	9	11	6
ENSG00000074603	1954	2070	2140	2096
ENSG00000074621	177	200	164	168
ENSG00000074657	1017	1015	707	746
ENSG00000074660	22	16	35	27
ENSG00000074695	4381	4774	4793	4659
ENSG00000074696	2835	3162	2719	2591
ENSG00000074706	1175	1314	1193	1110
ENSG00000074755	3033	3457	3648	3768
ENSG00000074771	1	0	0	0
ENSG00000074800	50127	52977	52544	52261
ENSG00000074803	2	0	2	0
ENSG00000074842	2407	2373	2476	2602
ENSG00000074855	195	199	138	143
ENSG00000074935	609	680	625	568
ENSG00000074964	165	170	166	128
ENSG00000074966	77	86	92	108
ENSG00000075035	0	0	1	0
ENSG00000075043	0	0	0	0
ENSG00000075073	0	2	3	4
ENSG00000075089	437	472	471	419
ENSG00000075131	715	844	778	808
ENSG00000075142	879	942	832	829
ENSG00000075151	7014	7718	7097	7062
ENSG00000075188	1090	1247	1059	1080
ENSG00000075213	97	103	97	121
ENSG00000075218	1760	1973	1545	1554
ENSG00000075223	37	35	56	43
ENSG00000075234	581	673	763	791
ENSG00000075239	1283	1298	1345	1296
ENSG00000075240	1773	1897	1550	1673
ENSG00000075275	1052	1111	1218	1316
ENSG00000075290	1	1	0	0
ENSG00000075292	4743	5208	4329	4399
ENSG00000075303	1454	1573	1618	1573
ENSG00000075336	1019	1172	1042	1017
ENSG00000075340	1668	1899	1651	1686
ENSG00000075388	0	0	0	0
ENSG00000075391	1898	2145	1674	1667
ENSG00000075399	106	104	135	144
ENSG00000075407	630	666	575	567
ENSG00000075413	2810	2954	2822	2730
ENSG00000075415	14492	15655	11216	11176
ENSG00000075420	6508	6939	9359	8780
ENSG00000075426	2903	3212	2460	2457
ENSG00000075429	0	0	1	0
ENSG00000075461	0	0	0	0
ENSG00000075539	3480	3920	3726	3534
ENSG00000075568	2879	2937	2872	2881
ENSG00000075618	2484	2550	2577	2568
ENSG00000075624	185907	194878	203162	203365
ENSG00000075643	47	39	46	44
ENSG00000075651	936	1020	1133	1070
ENSG00000075673	0	0	0	0
ENSG00000075702	1562	1678	1690	1707
ENSG00000075711	2104	2311	2133	2017
ENSG00000075785	9012	9350	8498	8435
ENSG00000075790	1628	1885	1449	1400
ENSG00000075826	492	625	540	659
ENSG00000075856	2391	2596	2567	2682
ENSG00000075884	1712	1841	1376	1352
ENSG00000075886	0	0	0	0
ENSG00000075891	1	0	0	1
ENSG00000075914	728	800	651	611
ENSG00000075945	223	207	178	152
ENSG00000075975	888	970	963	986
ENSG00000076003	6826	7295	7376	7262
ENSG00000076043	144	178	143	144
ENSG00000076053	295	351	423	307
ENSG00000076067	383	443	397	400
ENSG00000076108	4432	4608	4749	4951
ENSG00000076201	1161	1296	1259	1325
ENSG00000076242	1848	1965	1669	1603
ENSG00000076248	2022	2105	1652	1603
ENSG00000076258	57	47	88	69
ENSG00000076321	544	554	775	689
ENSG00000076344	1	0	0	1
ENSG00000076351	203	169	139	153
ENSG00000076356	5	1	2	1
ENSG00000076382	4735	5101	4148	4148
ENSG00000076513	1720	1864	1603	1503
ENSG00000076554	2550	2650	1875	1791
ENSG00000076555	476	500	427	428
ENSG00000076604	380	402	299	286
ENSG00000076641	1781	1968	2555	2593
ENSG00000076650	578	603	530	521
ENSG00000076662	186	219	196	219
ENSG00000076685	3100	3496	3048	3142
ENSG00000076706	11	10	3	8
ENSG00000076716	703	825	550	556
ENSG00000076770	1677	1869	1622	1507
ENSG00000076826	174	159	132	136
ENSG00000076864	15	26	17	24
ENSG00000076924	1754	1818	1795	1812
ENSG00000076928	3410	3622	3166	3426
ENSG00000076944	1790	1965	2215	2349
ENSG00000076984	1201	1332	1189	1233
ENSG00000077009	0	0	0	0
ENSG00000077044	1803	1872	1489	1518
ENSG00000077063	7	11	11	5
ENSG00000077080	0	0	0	0
ENSG00000077092	0	0	0	0
ENSG00000077097	8946	9580	9210	9161
ENSG00000077147	7566	8151	7275	7051
ENSG00000077150	359	313	1285	1307
ENSG00000077152	782	886	719	670
ENSG00000077157	889	955	888	877
ENSG00000077232	3177	3413	3726	3632
ENSG00000077235	3382	3610	3293	3459
ENSG00000077238	666	729	868	913
ENSG00000077254	2926	3392	3216	2989
ENSG00000077264	10	10	13	10
ENSG00000077274	28	22	39	37
ENSG00000077279	5	1	1	3
ENSG00000077312	2791	2898	2521	2706
ENSG00000077327	22	24	12	23
ENSG00000077348	545	555	515	532
ENSG00000077380	1836	1889	1873	1698
ENSG00000077420	2950	3117	2525	2456
ENSG00000077454	786	767	720	704
ENSG00000077458	791	849	756	689
ENSG00000077463	503	585	593	553
ENSG00000077498	0	3	0	0
ENSG00000077514	2019	2238	2605	2510
ENSG00000077522	1	0	1	0
ENSG00000077549	6684	6977	6940	7065
ENSG00000077585	285	286	365	415
ENSG00000077616	1	0	0	1
ENSG00000077684	1927	2097	1492	1472
ENSG00000077713	601	630	509	499
ENSG00000077721	2376	2607	2660	2547
ENSG00000077782	1879	1919	2045	2005
ENSG00000077800	0	0	0	0
ENSG00000077935	15	12	15	18
ENSG00000077942	30	35	11	9
ENSG00000077943	1	5	4	4
ENSG00000077984	14	18	13	18
ENSG00000078018	0	3	4	4
ENSG00000078043	923	976	717	702
ENSG00000078053	6	5	2	8
ENSG00000078061	1993	2058	1998	2079
ENSG00000078070	1126	1334	1278	1252
ENSG00000078081	14	10	21	16
ENSG00000078098	62	56	32	21
ENSG00000078114	37	28	13	22
